userSet	dbSet	collection	pValueLog	oddsRatio	support	rnkPV	rnkOR	rnkSup	maxRnk	meanRnk	b	c	d	description	cellType	tissue	antibody	treatment	dataSource	filename	size
1	3655	SPI1	0.00470135887358331	0.562728542716912	39	3591	3178	1206	3591	2660	24	6342	2196	SPI1 MDM(monocyte derived macrophages) SPI1	MDM(monocyte derived macrophages)	NULL	SPI1	Treatment: mock infected 6hr	GTRD	EXP047756_MDM-monocyte-derived-macrophages-_SPI1_MACS_SPI1_MA0080.5.damo.pwm.bed	66089
1	3087	NR3C1	0.00457601206798929	0.567839696800187	41	3592	3160	1155	3592	2640	25	6340	2195	NR3C1 A549 (lung carcinoma) NR3C1	A549 (lung carcinoma)	BTO:0000018	NR3C1	1 h with 5 nM Dexamethasone (Myers)	ENCODE	ENCSR000BHG_A549_NR3C1_MACS_NR3C1_MA0113.3.damo.pwm.bed	25540
1	1965	GATA3	0.00446176234883198	0.684126756355443	109	3593	2802	409	3593	2270	55	6272	2165	GATA3 MDA-MB-231 (breast adenocarcinoma) GATA3	MDA-MB-231 (breast adenocarcinoma)	BTO:0000815	GATA3		GTRD	EXP035435_MDA-MB-231--breast-adenocarcinoma-_GATA3_MACS_GATA3_MA0037.3.damo.pwm.bed	103007
1	2775	MYB	0.00445152226567403	0.433598311720739	15	3594	3491	2200	3594	3100	12	6366	2208	MYB AML (monocytes and acute myeloid leukemia) MYB	AML (monocytes and acute myeloid leukemia)	NULL	MYB	Treatment: DMSo vehicle	GTRD	EXP049356_AML--monocytes-and-acute-myeloid-leukemia-_MYB_MACS_MYB_MA0100.3.damo.pwm.bed	35638
1	406	CEBPB	0.00440204975303587	0.605414966303124	56	3595	3032	859	3595	2500	32	6325	2188	CEBPB hFOB 1.19 (fetal osteoblast) CEBPB	hFOB 1.19 (fetal osteoblast)	BTO:0005224	CEBPB	DIFF	GEO	GSE82295_cebpb_hfob-diff_MACS_CEBPB_MA0466.2.damo.pwm.bed	63028
1	371	CEBPB	0.00422934029865914	0.607949792856848	58	3596	3024	824	3596	2480	33	6323	2187	CEBPB A549 (lung carcinoma) CEBPB	A549 (lung carcinoma)	BTO:0000018	CEBPB	100nM dexamethasone (CHEBI:41879) for 5 hour	GTRD	EXP039491_A549--lung-carcinoma-_CEBPB_MACS_CEBPB_MA0466.2.damo.pwm.bed	28660
1	33	AR	0.00422346632981216	0.640658721709983	76	3597	2903	619	3597	2370	41	6305	2179	AR HEK293 (embryonic kidney) AR	HEK293 (embryonic kidney)	NULL	AR	10 nM R1881	GTRD	EXP032872_HEK293--embryonic-kidney-_AR_MACS_AR_MA0007.3.damo.pwm.bed	76249
1	2287	JUN	0.00417477641379306	0.580942798007545	47	3598	3096	1002	3598	2570	28	6334	2192	JUN HAEC (human aortic endothelial cells) JUN	HAEC (human aortic endothelial cells)	NULL	JUN	IL1b, 4h	GTRD	EXP038043_HAEC--human-aortic-endothelial-cells-_JUN_MACS_JUN_MA0488.1.damo.pwm.bed	47423
1	3652	SPI1	0.00417477641379306	0.580942798007545	47	3598	3096	1002	3598	2570	28	6334	2192	SPI1 monocyte-derived macrophages SPI1	monocyte-derived macrophages	NULL	SPI1	IFN-gamma	GTRD	EXP038590_monocyte-derived-macrophages_SPI1_MACS_SPI1_MA0080.5.damo.pwm.bed	102674
1	2323	JUN	0.00407359484682961	0.410010078709736	13	3600	3524	2306	3600	3140	11	6368	2209	JUN A549 (lung carcinoma) JUN	A549 (lung carcinoma)	BTO:0000018	JUN	100nM dexamethasone (CHEBI:41879) for 10 hour	GTRD	EXP039869_A549--lung-carcinoma-_JUN_MACS_JUN_MA1130.1.damo.pwm.bed	12958
1	3654	SPI1	0.00407359484682961	0.410010078709736	13	3600	3524	2306	3600	3140	11	6368	2209	SPI1 monocyte-derived macrophages SPI1	monocyte-derived macrophages	NULL	SPI1	LPS	GTRD	EXP040651_monocyte-derived-macrophages_SPI1_MACS_SPI1_MA0080.5.damo.pwm.bed	29563
1	2009	GATA4	0.00404625999017967	0.347140379915101	8	3602	3681	2675	3681	3320	8	6373	2212	GATA4 HUES64 (embryonic stem cells) GATA4	HUES64 (embryonic stem cells)	NULL	GATA4		GTRD	EXP036708_HUES64--embryonic-stem-cells-_GATA4_MACS_GATA4_MA0482.2.damo.pwm.bed	30923
1	2894	MYC	0.00404625999017967	0.347140379915101	8	3602	3681	2675	3681	3320	8	6373	2212	MYC MCF10A (breast epithelial cells) MYC	MCF10A (breast epithelial cells)	BTO:0001939	MYC	Characteristic: pBABE-hygro-MYC, pMN-IRES-GFP-PI3KH1047R, pLKO-tetON-puro-shG9a 4;	GTRD	EXP047492_MCF10A--breast-epithelial-cells-_MYC_MACS_MYC_MA0147.3.damo.pwm.bed	11596
1	2911	MYC	0.00404625999017967	0.347140379915101	8	3602	3681	2675	3681	3320	8	6373	2212	MYC MM1.S (plasma cell myeloma) MYC	MM1.S (plasma cell myeloma)	BTO:0003933	MYC	DMSO	GEO	GSE36354_myc_mm1s-dmso_MACS_MYC_MA0147.3.damo.pwm.bed	18528
1	1955	GATA2	0.00403181960099544	0.64177181839312	78	3605	2897	604	3605	2370	42	6303	2178	GATA2 LNCaP (prostate carcinoma) GATA2	LNCaP (prostate carcinoma)	BTO:0001321	GATA2	FBS	GEO	GSE69043_gata2_lncap-fbs_MACS_GATA2_MA0036.3.damo.pwm.bed	27170
1	1066	EGR1	0.003961693703602	0.289417592019882	5	3606	3709	2973	3709	3430	6	6376	2214	EGR1 liver EGR1	liver	BTO:0000759	EGR1		GTRD	EXP045317_liver_EGR1_MACS_EGR1_MA0162.4.damo.pwm.bed	6083
1	2396	JUN	0.003961693703602	0.289417592019882	5	3606	3709	2973	3709	3430	6	6376	2214	JUN HUVEC-C (HUVEC, umbilical vein endothelial cells) JUN	HUVEC-C (HUVEC, umbilical vein endothelial cells)	BTO:0001949	JUN	Treatment: agent VEGF, timepoint 4 Passage: P3-6	GTRD	EXP048211_HUVEC-C--HUVEC--umbilical-vein-endothelial-cells-_JUN_MACS_JUN_MA0099.3.damo.pwm.bed	8636
1	2397	JUN	0.003961693703602	0.289417592019882	5	3606	3709	2973	3709	3430	6	6376	2214	JUN HUVEC-C (HUVEC, umbilical vein endothelial cells) JUN	HUVEC-C (HUVEC, umbilical vein endothelial cells)	BTO:0001949	JUN	Treatment: agent VEGF, timepoint 4 Passage: P3-6	GTRD	EXP048211_HUVEC-C--HUVEC--umbilical-vein-endothelial-cells-_JUN_MACS_JUN_MA0462.2.damo.pwm.bed	8235
1	2399	JUN	0.003961693703602	0.289417592019882	5	3606	3709	2973	3709	3430	6	6376	2214	JUN HUVEC-C (HUVEC, umbilical vein endothelial cells) JUN	HUVEC-C (HUVEC, umbilical vein endothelial cells)	BTO:0001949	JUN	Treatment: agent VEGF, timepoint 4 Passage: P3-6	GTRD	EXP048211_HUVEC-C--HUVEC--umbilical-vein-endothelial-cells-_JUN_MACS_JUN_MA0489.1.damo.pwm.bed	8547
1	2403	JUN	0.003961693703602	0.289417592019882	5	3606	3709	2973	3709	3430	6	6376	2214	JUN HUVEC-C (HUVEC, umbilical vein endothelial cells) JUN	HUVEC-C (HUVEC, umbilical vein endothelial cells)	BTO:0001949	JUN	Treatment: agent VEGF, timepoint 4 Passage: P3-6	GTRD	EXP048211_HUVEC-C--HUVEC--umbilical-vein-endothelial-cells-_JUN_MACS_JUN_MA1132.1.damo.pwm.bed	8558
1	2711	MAX	0.00394451871168672	0.510578421757487	28	3611	3338	1531	3611	2830	19	6353	2201	MAX MKL-1 (Merkel cell carcinoma) MAX	MKL-1 (Merkel cell carcinoma)	NULL	MAX	Treatment: no treatment Markel Cell: positive	GTRD	EXP048815_MKL-1--Merkel-cell-carcinoma-_MAX_MACS_MAX_MA0058.3.damo.pwm.bed	47125
1	76	AR	0.00392944345277074	0.500522763264788	26	3612	3355	1602	3612	2860	18	6355	2202	AR 22RV1 (prostate carcinoma) AR	22RV1 (prostate carcinoma)	BTO:0002999	AR	treatment: targeting ARV1/3/4/7 siARVs+R1881	GTRD	EXP048921_22RV1--prostate-carcinoma-_AR_MACS_AR_MA0007.3.damo.pwm.bed	13558
1	3683	SPI1	0.00392944345277074	0.500522763264788	26	3612	3355	1602	3612	2860	18	6355	2202	SPI1 DOHH2 (diffuse large B-cell lymphoma) SPI1	DOHH2 (diffuse large B-cell lymphoma)	NULL	SPI1		GEO	GSE69558_spi1_dohh2_MACS_SPI1_MA0080.5.damo.pwm.bed	73276
1	2960	MYOD1	0.00390517002261329	0.527849117520862	32	3614	3263	1410	3614	2760	21	6349	2199	MYOD1 myoblasts MYOD1	myoblasts	NULL	MYOD1	NA	GEO	GSE50413_myod1_myoblast_MACS_MYOD1_MA0499.2.damo.pwm.bed	44346
1	2442	JUN	0.003884934982702	0.489272199434595	24	3615	3369	1691	3615	2890	17	6357	2203	JUN definitive endoderm from HUES8 JUN	definitive endoderm from HUES8	NULL	JUN	Genotype: SOX17-GFP knockout; Treatment: DMSO;	GTRD	EXP057919_definitive-endoderm-from-HUES8_JUN_MACS_JUN_MA1132.1.damo.pwm.bed	22477
1	3142	NR3C1	0.00385857020576475	0.535266999319228	34	3616	3245	1349	3616	2740	22	6347	2198	NR3C1 HASM2 (Human airway smooth muscle 2) NR3C1	HASM2 (Human airway smooth muscle 2)	NULL	NR3C1	Treatment: dexamethasone for 4 hr Genotype: Ad-GFP transduction	GTRD	EXP049657_HASM2--Human-airway-smooth-muscle-2-_NR3C1_MACS_NR3C1_MA0113.3.damo.pwm.bed	43217
1	3086	NR3C1	0.00384837250191026	0.642828527882764	80	3617	2895	585	3617	2370	43	6301	2177	NR3C1 A549 (lung carcinoma) NR3C1	A549 (lung carcinoma)	BTO:0000018	NR3C1	1 h with 50 nM Dexamethasone (Myers)	ENCODE	ENCSR000BHF_A549_NR3C1_MACS_NR3C1_MA0113.3.damo.pwm.bed	51277
1	2226	JUN	0.00380542035970073	0.476602578937276	22	3618	3395	1797	3618	2940	16	6359	2204	JUN K562 (myelogenous leukemia) JUN	K562 (myelogenous leukemia)	NULL	JUN		ENCODE	ENCSR000EFS_K562_JUN_MACS_JUN_MA0489.1.damo.pwm.bed	28874
1	3010	NFIB	0.00380542035970073	0.476602578937276	22	3618	3395	1797	3618	2940	16	6359	2204	NFIB MCF7 (Invasive ductal breast carcinoma) NFIB	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	NFIB	NA	GTRD	EXP039996_MCF7--Invasive-ductal-breast-carcinoma-_NFIB_MACS_NFIB_MA1643.1.damo.pwm.bed	14598
1	2233	JUN	0.00379832181941356	0.54203124258357	36	3620	3232	1288	3620	2710	23	6345	2197	JUN K562 (myelogenous leukemia) JUN	K562 (myelogenous leukemia)	NULL	JUN	NULL	GTRD	EXP000309_K562--myelogenous-leukemia-_JUN_MACS_JUN_MA0099.3.damo.pwm.bed	29110
1	2240	JUN	0.00379832181941356	0.54203124258357	36	3620	3232	1288	3620	2710	23	6345	2197	JUN K562 (myelogenous leukemia) JUN	K562 (myelogenous leukemia)	NULL	JUN	NULL	GTRD	EXP000309_K562--myelogenous-leukemia-_JUN_MACS_JUN_MA1132.1.damo.pwm.bed	28343
1	1077	ELF1	0.00368460462047096	0.462229959589112	20	3622	3439	1901	3622	2990	15	6361	2205	ELF1 K562 (myelogenous leukemia) ELF1	K562 (myelogenous leukemia)	NULL	ELF1		ENCODE	ENCSR000BMD_K562_ELF1_MACS_ELF1_MA0473.3.damo.pwm.bed	44694
1	2033	GATA6	0.00359037472906176	0.381682999891317	11	3623	3544	2426	3623	3200	10	6370	2210	GATA6 definitive endoderm from HUES8 GATA6	definitive endoderm from HUES8	NULL	GATA6	Genotype: SOX17-GFP knockout; Treatment: DMSO;	GTRD	EXP057913_definitive-endoderm-from-HUES8_GATA6_MACS_GATA6_MA1104.2.damo.pwm.bed	39891
1	2321	JUN	0.00359037472906176	0.381682999891317	11	3623	3544	2426	3623	3200	10	6370	2210	JUN A549 (lung carcinoma) JUN	A549 (lung carcinoma)	BTO:0000018	JUN	100nM dexamethasone (CHEBI:41879) for 30 minute	GTRD	EXP039507_A549--lung-carcinoma-_JUN_MACS_JUN_MA1128.1.damo.pwm.bed	9347
1	2671	MAF	0.00359037472906176	0.381682999891317	11	3623	3544	2426	3623	3200	10	6370	2210	MAF keratinocytes MAF	keratinocytes	NULL	MAF	epidermal_PROLIF	GEO	GSE52953_maf_epidermal-keratinocytes-prolif_MACS_MAF_MA0501.1.damo.pwm.bed	2965
1	259	ATF4	0.00356019943065036	0.559156516408817	42	3626	3183	1124	3626	2640	26	6339	2194	ATF4 HAP1 (chronic myelogenous leukemia) ATF4	HAP1 (chronic myelogenous leukemia)	NULL	ATF4	2 mM histidinol, 24 hours	GTRD	EXP035035_HAP1--chronic-myelogenous-leukemia-_ATF4_MACS_ATF4_MA0833.2.damo.pwm.bed	36758
1	1856	FOXO1	0.00356019943065036	0.559156516408817	42	3626	3183	1124	3626	2640	26	6339	2194	FOXO1 hESC-1 (Embryonic stem cells) FOXO1	hESC-1 (Embryonic stem cells)	NULL	FOXO1		GEO	GSE69542_foxo1_hesc_MACS_FOXO1_MA0480.1.damo.pwm.bed	58898
1	2290	JUN	0.00356019943065036	0.559156516408817	42	3626	3183	1124	3626	2640	26	6339	2194	JUN HAEC (human aortic endothelial cells) JUN	HAEC (human aortic endothelial cells)	NULL	JUN	IL1b, 4h	GTRD	EXP038043_HAEC--human-aortic-endothelial-cells-_JUN_MACS_JUN_MA1128.1.damo.pwm.bed	41082
1	430	CREM	0.0035155380647703	0.445789263959521	18	3629	3457	1996	3629	3030	14	6363	2206	CREM K562 (myelogenous leukemia) CREM	K562 (myelogenous leukemia)	NULL	CREM	NA	ENCODE	ENCSR077DKV_K562_CREM_MACS_CREM_MA0609.2.damo.pwm.bed	38894
1	3542	RXRA	0.00346811920638414	0.564004679343095	44	3630	3171	1072	3630	2620	27	6337	2193	RXRA liver RXRA	liver	BTO:0000759	RXRA		GTRD	EXP045021_liver_RXRA_MACS_RXRA_MA0065.2.damo.pwm.bed	52471
1	3665	SPI1	0.00346811920638414	0.564004679343095	44	3630	3171	1072	3630	2620	27	6337	2193	SPI1 THP-1 (acute monocytic leukemia) SPI1	THP-1 (acute monocytic leukemia)	BTO:0001370	SPI1	Treatment: 100nM VDR ligand 1,25-dihydroxyvitamin D3 (1,25(OH)2D3) for 24 hrs Cell type: human monocytic cell line	GTRD	EXP049120_THP-1--acute-monocytic-leukemia-_SPI1_MACS_SPI1_MA0080.5.damo.pwm.bed	96744
1	3680	SPI1	0.00338525479562903	0.655326383044331	93	3632	2865	489	3632	2330	49	6288	2171	SPI1 macrophages SPI1	macrophages	NULL	SPI1	IFNG	GEO	GSE66594_spi1_macrophages-ifng_MACS_SPI1_MA0080.5.damo.pwm.bed	147525
1	2585	JUND	0.0033721877193649	0.568499529611379	46	3633	3158	1028	3633	2610	28	6335	2192	JUND HepG2 (hepatoblastoma) JUND	HepG2 (hepatoblastoma)	BTO:0000599	JUND		ENCODE	ENCSR000BGK_HepG2_JUND_MACS_JUND_MA0491.2.damo.pwm.bed	30124
1	1523	FOS	0.00329084337364956	0.426803098677728	16	3634	3495	2127	3634	3090	13	6365	2207	FOS K562 (myelogenous leukemia) FOS	K562 (myelogenous leukemia)	NULL	FOS	NULL	GTRD	EXP000310_K562--myelogenous-leukemia-_FOS_MACS_FOS_MA1134.1.damo.pwm.bed	21500
1	1524	FOS	0.00329084337364956	0.426803098677728	16	3634	3495	2127	3634	3090	13	6365	2207	FOS K562 (myelogenous leukemia) FOS	K562 (myelogenous leukemia)	NULL	FOS	NULL	GTRD	EXP000310_K562--myelogenous-leukemia-_FOS_MACS_FOS_MA1141.1.damo.pwm.bed	21100
1	1584	FOSL2	0.00329084337364956	0.426803098677728	16	3634	3495	2127	3634	3090	13	6365	2207	FOSL2 A549 (lung carcinoma) FOSL2	A549 (lung carcinoma)	BTO:0000018	FOSL2	100nM dexamethasone (CHEBI:41879) for 5 hour	GTRD	EXP039554_A549--lung-carcinoma-_FOSL2_MACS_FOSL2_MA0478.1.damo.pwm.bed	13136
1	1587	FOSL2	0.00329084337364956	0.426803098677728	16	3634	3495	2127	3634	3090	13	6365	2207	FOSL2 A549 (lung carcinoma) FOSL2	A549 (lung carcinoma)	BTO:0000018	FOSL2	100nM dexamethasone (CHEBI:41879) for 5 hour	GTRD	EXP039554_A549--lung-carcinoma-_FOSL2_MACS_FOSL2_MA1144.1.damo.pwm.bed	13473
1	674	CTCF	0.0030191604148293	0.297597295328018	6	3638	3707	2870	3707	3400	7	6375	2213	CTCF lower leg skin CTCF	lower leg skin	NULL	CTCF		GTRD	EXP039328_lower-leg-skin_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	15213
1	3835	TEAD4	0.0030191604148293	0.297597295328018	6	3638	3707	2870	3707	3400	7	6375	2213	TEAD4 A549 (lung carcinoma) TEAD4	A549 (lung carcinoma)	BTO:0000018	TEAD4		ENCODE	ENCSR000BUD_A549_TEAD4_MACS_TEAD4_MA0809.2.damo.pwm.bed	7802
1	3646	SPI1	0.00299854495742002	0.511223140666753	31	3640	3337	1439	3640	2810	21	6350	2199	SPI1 K562 (myelogenous leukemia) SPI1	K562 (myelogenous leukemia)	NULL	SPI1		ENCODE	ENCSR000BGW_K562_SPI1_MACS_SPI1_MA0080.5.damo.pwm.bed	56378
1	3040	NR1H2	0.00299417666234477	0.502227783573613	29	3641	3348	1504	3641	2830	20	6352	2200	NR1H2 HT29 (colon adenocarcinoma) NR1H2	HT29 (colon adenocarcinoma)	BTO:0000182	NR1H2	GW3965_2H	GEO	GSE77039_nr1h2_ht29-gw3965-2h_MACS_NR1H2_MA0115.1.damo.pwm.bed	9299
1	2000	GATA3	0.00299340320215977	0.347037915064583	9	3642	3684	2585	3684	3300	9	6372	2211	GATA3 Kelly (neuroblastoma) GATA3	Kelly (neuroblastoma)	NULL	GATA3		GEO	GSE65664_gata3_kelly_MACS_GATA3_MA0037.3.damo.pwm.bed	23550
1	2077	HAND2	0.00299340320215977	0.347037915064583	9	3642	3684	2585	3684	3300	9	6372	2211	HAND2 Kelly (neuroblastoma) HAND2	Kelly (neuroblastoma)	NULL	HAND2	Treatment: untreated	GTRD	EXP049486_Kelly--neuroblastoma-_HAND2_MACS_HAND2_MA1638.1.damo.pwm.bed	28262
1	2530	JUNB	0.00299340320215977	0.347037915064583	9	3642	3684	2585	3684	3300	9	6372	2211	JUNB A549 (lung carcinoma) JUNB	A549 (lung carcinoma)	BTO:0000018	JUNB	100nM dexamethasone (CHEBI:41879) for 7 hour	GTRD	EXP039831_A549--lung-carcinoma-_JUNB_MACS_JUNB_MA1134.1.damo.pwm.bed	9136
1	3117	NR3C1	0.00299340320215977	0.347037915064583	9	3642	3684	2585	3684	3300	9	6372	2211	NR3C1 A549 (lung carcinoma) NR3C1	A549 (lung carcinoma)	BTO:0000018	NR3C1	100nM dexamethasone (CHEBI:41879) for 8 hour	GTRD	EXP040168_A549--lung-carcinoma-_NR3C1_MACS_NR3C1_MA0113.3.damo.pwm.bed	3810
1	3628	SP1	0.00299340320215977	0.347037915064583	9	3642	3684	2585	3684	3300	9	6372	2211	SP1 HEK293 (embryonic kidney) SP1	HEK293 (embryonic kidney)	NULL	SP1		GTRD	EXP035873_HEK293--embryonic-kidney-_SP1_MACS_SP1_MA0079.4.damo.pwm.bed	19122
1	2818	MYC	0.00298678418296356	0.51939163394218	33	3647	3329	1379	3647	2780	22	6348	2198	MYC HeLa (cervical adenocarcinoma) MYC	HeLa (cervical adenocarcinoma)	BTO:0000567	MYC		GTRD	EXP031873_HeLa--cervical-adenocarcinoma-_MYC_MACS_MYC_MA0059.1.damo.pwm.bed	31631
1	2158	HOXB13	0.00298380934082265	0.637011673013014	83	3648	2919	565	3648	2380	45	6298	2175	HOXB13 LNCaP (prostate carcinoma) HOXB13	LNCaP (prostate carcinoma)	BTO:0001321	HOXB13		GTRD	EXP038431_LNCaP--prostate-carcinoma-_HOXB13_MACS_HOXB13_MA0901.2.damo.pwm.bed	24401
1	2439	JUN	0.00297071772708777	0.49227494719341	27	3649	3363	1564	3649	2860	19	6354	2201	JUN definitive endoderm from HUES8 JUN	definitive endoderm from HUES8	NULL	JUN	Genotype: SOX17-GFP knockout; Treatment: DMSO;	GTRD	EXP057919_definitive-endoderm-from-HUES8_JUN_MACS_JUN_MA1127.1.damo.pwm.bed	30792
1	2712	MAX	0.00297071772708777	0.49227494719341	27	3649	3363	1564	3649	2860	19	6354	2201	MAX MKL-1 (Merkel cell carcinoma) MAX	MKL-1 (Merkel cell carcinoma)	NULL	MAX	Treatment: no treatment Markel Cell: positive	GTRD	EXP048815_MKL-1--Merkel-cell-carcinoma-_MAX_MACS_MAX_MA0059.1.damo.pwm.bed	45558
1	2234	JUN	0.00296149617938891	0.526902189408763	35	3651	3264	1318	3651	2740	23	6346	2197	JUN K562 (myelogenous leukemia) JUN	K562 (myelogenous leukemia)	NULL	JUN	NULL	GTRD	EXP000309_K562--myelogenous-leukemia-_JUN_MACS_JUN_MA0462.2.damo.pwm.bed	26068
1	2170	HOXB13	0.00292495224811069	0.533722638245655	37	3652	3248	1264	3652	2720	24	6344	2196	HOXB13 LNCaP95 HOXB13	LNCaP95	NULL	HOXB13	Treatment: 10 nM ETOH for 4 hrs Genotype: shARv7 transfection	GTRD	EXP052944_LNCaP95_HOXB13_MACS_HOXB13_MA0901.2.damo.pwm.bed	12629
1	258	ATF4	0.00292482709008781	0.481204978319753	25	3653	3386	1657	3653	2900	18	6356	2202	ATF4 HAP1 (chronic myelogenous leukemia) ATF4	HAP1 (chronic myelogenous leukemia)	NULL	ATF4	2 mM histidinol, 24 hours	GTRD	EXP035034_HAP1--chronic-myelogenous-leukemia-_ATF4_MACS_ATF4_MA0833.2.damo.pwm.bed	22710
1	2612	JUND	0.00292482709008781	0.481204978319753	25	3653	3386	1657	3653	2900	18	6356	2202	JUND liver JUND	liver	BTO:0000759	JUND		GTRD	EXP039345_liver_JUND_MACS_JUND_MA1141.1.damo.pwm.bed	18585
1	3666	SPI1	0.00287912583505884	0.539989526635647	39	3655	3239	1206	3655	2700	25	6342	2195	SPI1 THP-1 (acute monocytic leukemia) SPI1	THP-1 (acute monocytic leukemia)	BTO:0001370	SPI1	Treatment: EtOH (vehicle) for 24hrs Cell type: human monocytic cell line	GTRD	EXP049121_THP-1--acute-monocytic-leukemia-_SPI1_MACS_SPI1_MA0080.5.damo.pwm.bed	88128
1	3940	TFAP4	0.00287912583505884	0.539989526635647	39	3655	3239	1206	3655	2700	25	6342	2195	TFAP4 DLD-1 (colon adenocarcinoma) TFAP4	DLD-1 (colon adenocarcinoma)	BTO:0000391	TFAP4	NA	GEO	GSE46935_tfap4_dld1_MACS_TFAP4_MA0691.1.damo.pwm.bed	22843
1	2440	JUN	0.00285278420831082	0.468820646157714	23	3657	3400	1739	3657	2930	17	6358	2203	JUN definitive endoderm from HUES8 JUN	definitive endoderm from HUES8	NULL	JUN	Genotype: SOX17-GFP knockout; Treatment: DMSO;	GTRD	EXP057919_definitive-endoderm-from-HUES8_JUN_MACS_JUN_MA1128.1.damo.pwm.bed	20286
1	2441	JUN	0.00285278420831082	0.468820646157714	23	3657	3400	1739	3657	2930	17	6358	2203	JUN definitive endoderm from HUES8 JUN	definitive endoderm from HUES8	NULL	JUN	Genotype: SOX17-GFP knockout; Treatment: DMSO;	GTRD	EXP057919_definitive-endoderm-from-HUES8_JUN_MACS_JUN_MA1130.1.damo.pwm.bed	17628
1	3091	NR3C1	0.00276928398168255	0.589801949823852	58	3659	3087	824	3659	2520	34	6323	2186	NR3C1 U2OS (osteosarcoma) NR3C1	U2OS (osteosarcoma)	BTO:0001938	NR3C1	GLUCC	Array Express	ERP007081_nr3c1_u2os-glucc_MACS_NR3C1_MA0113.3.damo.pwm.bed	44490
1	1085	ELF1	0.00275052660274477	0.454875403175651	21	3660	3441	1852	3660	2980	16	6360	2204	ELF1 SNU175 (adenocarcinoma) ELF1	SNU175 (adenocarcinoma)	NULL	ELF1		GTRD	EXP037554_SNU175--adenocarcinoma-_ELF1_MACS_ELF1_MA0473.3.damo.pwm.bed	22756
1	2614	JUND	0.00275052660274477	0.454875403175651	21	3660	3441	1852	3660	2980	16	6360	2204	JUND liver JUND	liver	BTO:0000759	JUND		GTRD	EXP039345_liver_JUND_MACS_JUND_MA1144.1.damo.pwm.bed	15576
1	163	AR	0.00268336520056839	0.772635688924333	320	3662	2397	83	3662	2050	142	6061	2078	AR LHSAR (prostate epithelial cells) AR	LHSAR (prostate epithelial cells)	NULL	AR	LACZ	GEO	GSE56288_AR_lhsar-lacz_MACS_AR_MA0007.3.damo.pwm.bed	118921
1	1078	ELF1	0.00264669892132548	0.378417285234268	12	3663	3549	2359	3663	3190	11	6369	2209	ELF1 HepG2 (hepatoblastoma) ELF1	HepG2 (hepatoblastoma)	BTO:0000599	ELF1		ENCODE	ENCSR000BMZ_HepG2_ELF1_MACS_ELF1_MA0473.3.damo.pwm.bed	29760
1	2565	JUNB	0.00264669892132548	0.378417285234268	12	3663	3549	2359	3663	3190	11	6369	2209	JUNB A549 (lung carcinoma) JUNB	A549 (lung carcinoma)	BTO:0000018	JUNB	100nM dexamethasone (CHEBI:41879) for 3 hour	GTRD	EXP040136_A549--lung-carcinoma-_JUNB_MACS_JUNB_MA1134.1.damo.pwm.bed	9375
1	3109	NR3C1	0.00264669892132548	0.378417285234268	12	3663	3549	2359	3663	3190	11	6369	2209	NR3C1 A549 (lung carcinoma) NR3C1	A549 (lung carcinoma)	BTO:0000018	NR3C1	100nM dexamethasone (CHEBI:41879) for 7 hour	GTRD	EXP039313_A549--lung-carcinoma-_NR3C1_MACS_NR3C1_MA0113.3.damo.pwm.bed	4718
1	410	CEBPG	0.00263382747505834	0.560667017179125	47	3666	3181	1002	3666	2620	29	6334	2191	CEBPG HepG2 (hepatoblastoma) CEBPG	HepG2 (hepatoblastoma)	BTO:0000599	CEBPG	NA	GTRD	EXP039427_HepG2--hepatoblastoma-_CEBPG_MACS_CEBPG_MA1636.1.damo.pwm.bed	35091
1	2490	JUNB	0.00261375527726072	0.439056956622515	19	3667	3462	1956	3667	3030	15	6362	2205	JUNB A549 (lung carcinoma) JUNB	A549 (lung carcinoma)	BTO:0000018	JUNB	100nM dexamethasone (CHEBI:41879) for 30 minute	GTRD	EXP039331_A549--lung-carcinoma-_JUNB_MACS_JUNB_MA1137.1.damo.pwm.bed	12835
1	2613	JUND	0.0024381596960958	0.420963810915087	17	3668	3504	2066	3668	3080	14	6364	2206	JUND liver JUND	liver	BTO:0000759	JUND		GTRD	EXP039345_liver_JUND_MACS_JUND_MA1142.1.damo.pwm.bed	12884
1	290	BHLHE22	0.00234256667086996	0.173737467324312	2	3669	3770	3390	3770	3610	4	6379	2216	BHLHE22 CAL-1 (plasmacytoid dendritic neoplasm) BHLHE22	CAL-1 (plasmacytoid dendritic neoplasm)	NULL	BHLHE22	NA	GEO	GSE43876_bhlhe22_cal1_MACS_BHLHE22_MA0818.1.damo.pwm.bed	16094
1	1472	ETS1	0.00234256667086996	0.173737467324312	2	3669	3770	3390	3770	3610	4	6379	2216	ETS1 HUVEC-C (HUVEC, umbilical vein endothelial cells) ETS1	HUVEC-C (HUVEC, umbilical vein endothelial cells)	BTO:0001949	ETS1		GEO	GSE41166_ets1_huvec_MACS_ETS1_MA0098.3.damo.pwm.bed	18043
1	1508	FLI1	0.00234256667086996	0.173737467324312	2	3669	3770	3390	3770	3610	4	6379	2216	FLI1 UAE FLI1	UAE	NA	FLI1		GEO	GSE23730_fli1_uae_MACS_FLI1_MA0475.2.damo.pwm.bed	20528
